,index,year,val,Received Array,Z Array,SH Array,SL Array
0,3170,1990,9578.00389445347,0.8326201435920624,-1.788582967509653,0.0,0.0
1,3173,1991,9566.63436140876,0.8316317850216777,-1.830455883564239,0.0,0.830455883564239
2,3176,1992,9566.81683916571,0.831647647894346,-1.8297838352251774,0.0,1.6602397187894162
3,3179,1993,9581.12314749373,0.8328913016478433,-1.7770950532572172,0.0,2.4373347720466336
4,3182,1994,9612.86832004253,0.83565092363351,-1.6601805819199225,0.0,3.097515353966556
5,3185,1995,9661.353816800309,0.8398657894570636,-1.4816130780814052,0.0,3.579128432047961
6,3188,1996,9738.65584104553,0.8465856888469862,-1.196917025979618,0.0,3.7760454580275784
7,3191,1997,9840.950380462731,0.855478198709877,-0.8201759016946621,0.0,3.5962213597222403
8,3194,1998,9952.18181311643,0.8651475966813795,-0.41052104394246436,0.0,3.0067424036647044
9,3197,1999,10058.18103548559,0.8743621562829649,-0.020135922349417187,0.0,2.0268783260141214
10,3200,2000,10141.154537113,0.8815750797272074,0.28544764513193027,0.0,0.7414306808821911
11,3203,2001,10206.15671207765,0.8872257477420957,0.5248445143751005,0.0,0.0
12,3206,2002,10261.62588563559,0.8920477076996909,0.729132240078098,0.0,0.0
13,3209,2003,10306.09637430558,0.8959135470823056,0.8929128484515684,0.0,0.0
14,3212,2004,10339.52849703485,0.898819816398353,1.016040197927074,0.016040197927073896,0.0
15,3215,2005,10360.06339125367,0.9006049238969022,1.0916682732783796,0.10770847120545346,0.0
16,3218,2006,10354.6144119948,0.9001312417035198,1.0716001974662448,0.17930866867169826,0.0
17,3221,2007,10319.17300145352,0.8970503041032465,0.9410728308087711,0.1203814994804695,0.0
18,3224,2008,10268.34795919486,0.892632060547511,0.7538890019216316,0.0,0.0
19,3227,2009,10220.34445473458,0.8884590945290083,0.5770966301780538,0.0,0.0
20,3230,2010,10187.97439662655,0.8856451509634186,0.45788076436285857,0.0,0.0
21,3233,2011,10169.52832663335,0.8840416258849476,0.38994563129055415,0.0,0.0
22,3236,2012,10154.04091824231,0.8826952985770329,0.33290696937621744,0.0,0.0
23,3239,2013,10145.03186746692,0.8819121377814335,0.2997274865103878,0.0,0.0
24,3242,2014,10146.24764459217,0.8820178258283122,0.3042050788008083,0.0,0.0
25,3245,2015,10158.64072212001,0.8830951615763958,0.3498476124862787,0.0,0.0
26,3248,2016,10186.88690900261,0.8855506151800153,0.4538756501854629,0.0,0.0
27,3251,2017,10228.60540497556,0.8891772226120251,0.6075209294532665,0.0,0.0
28,3254,2018,10276.30345845672,0.8933236356408967,0.7831883540985544,0.0,0.0
29,3257,2019,10322.31878036597,0.8973237680649085,0.9526584373424128,0.0,0.0
30,3260,2020,11096.46680419484,0.9646208005014031,3.80377247062211,2.80377247062211,0.0
31,3263,2021,11503.44964407462,1.0,5.302651819750004,7.106424290372114,0.0
